VTX, IDX, _input0.x, _input0.y, _input0.z, _input0.w, _input1.x, _input1.y, _input1.z, _input1.w, _input2.x, _input2.y, _input3.x, _input3.y
371, 225,  0.53174,  0.65869,  0.03839,  1.00,  0.11024,  0.25197,  0.96063,  0.00,  0.44458,  0.1333,  0.7417,  0.69287
372, 226, -0.1366, -0.02644,  0.05429,  1.00, -0.3937,  0.11024,  0.91339,  0.00, -0.12585,  0.04797,  0.61816,  0.01
373, 227, -0.10693, -0.02362,  0.06683,  1.00, -0.2126,  0.15748,  0.9685,  0.00, -0.12585,  0.04797,  0.61816,  0.01
374, 228, -0.14734,  0.20264,  0.02119,  1.00,  0.35433,  0.25197,  0.89764,  0.00, -0.12585,  0.04797,  0.61816,  0.16345
375, 228, -0.14734,  0.20264,  0.02119,  1.00,  0.35433,  0.25197,  0.89764,  0.00, -0.12585,  0.04797,  0.61816,  0.16345
376, 227, -0.10693, -0.02362,  0.06683,  1.00, -0.2126,  0.15748,  0.9685,  0.00, -0.12585,  0.04797,  0.61816,  0.01
377, 229, -0.09979,  0.31323, -0.03046,  1.00,  0.05512,  0.40945,  0.91339,  0.00, -0.12585,  0.04797,  0.61816,  0.30298
378, 228, -0.14734,  0.20264,  0.02119,  1.00,  0.35433,  0.25197,  0.89764,  0.00, -0.12585,  0.04797,  0.61816,  0.16345
379, 229, -0.09979,  0.31323, -0.03046,  1.00,  0.05512,  0.40945,  0.91339,  0.00, -0.12585,  0.04797,  0.61816,  0.30298
380, 230, -0.11133,  0.41919, -0.08447,  1.00,  0.25197,  0.46457,  0.85039,  0.00, -0.12585,  0.04797,  0.61816,  0.43433
381, 230, -0.11133,  0.41919, -0.08447,  1.00,  0.25197,  0.46457,  0.85039,  0.00, -0.12585,  0.04797,  0.61816,  0.43433
382, 229, -0.09979,  0.31323, -0.03046,  1.00,  0.05512,  0.40945,  0.91339,  0.00, -0.12585,  0.04797,  0.61816,  0.30298
383, 231, -0.08557,  0.46753, -0.12048,  1.00,  0.30709,  0.45669,  0.83465,  0.00, -0.12585,  0.04797,  0.61816,  0.50244
384, 232, -0.14502,  0.26782,  0.16248,  1.00,  0.80315,  0.14173,  0.58268,  0.00, -0.11853,  0.16931,  0.21948,  0.26831
385, 233, -0.11255, -0.19263,  0.1864,  1.00,  0.80315,  0.08661,  0.59055,  0.00, -0.11853,  0.16931,  0.21948,  0.01
386, 234, -0.112,  0.26123,  0.1189,  1.00,  0.80315,  0.13386,  0.5748,  0.00, -0.11853,  0.16931,  0.21948,  0.26831
387, 234, -0.112,  0.26123,  0.1189,  1.00,  0.80315,  0.13386,  0.5748,  0.00, -0.11853,  0.16931,  0.21948,  0.26831
388, 235, -0.17908,  0.52539,  0.11151,  1.00,  0.88189,  0.27559,  0.37795,  0.00, -0.11853,  0.16931,  0.21948,  0.53662
389, 232, -0.14502,  0.26782,  0.16248,  1.00,  0.80315,  0.14173,  0.58268,  0.00, -0.11853,  0.16931,  0.21948,  0.26831
390, 235, -0.17908,  0.52539,  0.11151,  1.00,  0.88189,  0.27559,  0.37795,  0.00, -0.11853,  0.16931,  0.21948,  0.53662
391, 234, -0.112,  0.26123,  0.1189,  1.00,  0.80315,  0.13386,  0.5748,  0.00, -0.11853,  0.16931,  0.21948,  0.26831
392, 236, -0.15051,  0.50488,  0.05722,  1.00,  0.88976,  0.26772,  0.37008,  0.00, -0.11853,  0.16931,  0.21948,  0.53662
393, 235, -0.17908,  0.52539,  0.11151,  1.00,  0.88189,  0.27559,  0.37795,  0.00, -0.11853,  0.16931,  0.21948,  0.53662
394, 236, -0.15051,  0.50488,  0.05722,  1.00,  0.88976,  0.26772,  0.37008,  0.00, -0.11853,  0.16931,  0.21948,  0.53662
395, 237, -0.21667,  0.74854,  0.01138,  1.00,  0.88189,  0.30709,  0.35433,  0.00, -0.11853,  0.16931,  0.21948,  0.80469
396, 238,  0.34912,  0.23987, -0.47754,  1.00, -0.93701,  0.00,  0.34646,  0.00,  0.36646, -0.47168,  0.88867,  0.23901
397, 239,  0.37256, -0.17126, -0.47974,  1.00, -0.93701, -0.05512,  0.33858,  0.00,  0.36646, -0.47168,  0.88867,  0.01
398, 240,  0.36328,  0.23535, -0.43921,  1.00, -0.93701,  0.00,  0.3622,  0.00,  0.36646, -0.47168,  0.88867,  0.23901
399, 240,  0.36328,  0.23535, -0.43921,  1.00, -0.93701,  0.00,  0.3622,  0.00,  0.36646, -0.47168,  0.88867,  0.23901
400, 241,  0.37524,  0.4751, -0.46899,  1.00, -0.79528,  0.14961,  0.58268,  0.00,  0.36646, -0.47168,  0.88867,  0.47803
401, 238,  0.34912,  0.23987, -0.47754,  1.00, -0.93701,  0.00,  0.34646,  0.00,  0.36646, -0.47168,  0.88867,  0.23901
402, 241,  0.37524,  0.4751, -0.46899,  1.00, -0.79528,  0.14961,  0.58268,  0.00,  0.36646, -0.47168,  0.88867,  0.47803
403, 240,  0.36328,  0.23535, -0.43921,  1.00, -0.93701,  0.00,  0.3622,  0.00,  0.36646, -0.47168,  0.88867,  0.23901
404, 242,  0.40234,  0.45996, -0.42896,  1.00, -0.79528,  0.14173,  0.59055,  0.00,  0.36646, -0.47168,  0.88867,  0.47803
405, 241,  0.37524,  0.4751, -0.46899,  1.00, -0.79528,  0.14961,  0.58268,  0.00,  0.36646, -0.47168,  0.88867,  0.47803
406, 242,  0.40234,  0.45996, -0.42896,  1.00, -0.79528,  0.14173,  0.59055,  0.00,  0.36646, -0.47168,  0.88867,  0.47803
407, 243,  0.44653,  0.68555, -0.44189,  1.00, -0.77953,  0.18898,  0.59843,  0.00,  0.36646, -0.47168,  0.88867,  0.71729
408, 244,  0.02606, -0.03534, -0.19312,  1.00,  0.69291,  0.04724,  0.72441,  0.00,  0.03613, -0.21057,  0.74658,  0.01
409, 245,  0.05072, -0.03625, -0.21655,  1.00,  0.75591,  0.05512,  0.64567,  0.00,  0.03613, -0.21057,  0.74658,  0.01
410, 246,  0.02013,  0.29321, -0.20801,  1.00,  0.98425,  0.09449,  0.15748,  0.00,  0.03613, -0.21057,  0.74658,  0.23291
411, 246,  0.02013,  0.29321, -0.20801,  1.00,  0.98425,  0.09449,  0.15748,  0.00,  0.03613, -0.21057,  0.74658,  0.23291
412, 245,  0.05072, -0.03625, -0.21655,  1.00,  0.75591,  0.05512,  0.64567,  0.00,  0.03613, -0.21057,  0.74658,  0.01
413, 247,  0.01474,  0.44849, -0.27075,  1.00,  0.88189,  0.20472,  0.4252,  0.00,  0.03613, -0.21057,  0.74658,  0.43164
414, 246,  0.02013,  0.29321, -0.20801,  1.00,  0.98425,  0.09449,  0.15748,  0.00,  0.03613, -0.21057,  0.74658,  0.23291
415, 247,  0.01474,  0.44849, -0.27075,  1.00,  0.88189,  0.20472,  0.4252,  0.00,  0.03613, -0.21057,  0.74658,  0.43164
416, 248, -0.02185,  0.60498, -0.28101,  1.00,  0.95276,  0.23622,  0.2126,  0.00,  0.03613, -0.21057,  0.74658,  0.61865
417, 248, -0.02185,  0.60498, -0.28101,  1.00,  0.95276,  0.23622,  0.2126,  0.00,  0.03613, -0.21057,  0.74658,  0.61865
418, 247,  0.01474,  0.44849, -0.27075,  1.00,  0.88189,  0.20472,  0.4252,  0.00,  0.03613, -0.21057,  0.74658,  0.43164
419, 249, -0.03244,  0.67285, -0.31616,  1.00,  0.96063,  0.23622,  0.16535,  0.00,  0.03613, -0.21057,  0.74658,  0.71631
420, 250, -0.38428,  0.21204,  0.56689,  1.00, -0.88189,  0.08661, -0.46457,  0.00, -0.39453,  0.57861,  0.18335,  0.21106
421, 251, -0.39355, -0.15173,  0.57227,  1.00, -0.88189,  0.01575, -0.47244,  0.00, -0.39453,  0.57861,  0.18335,  0.01
422, 252, -0.40845,  0.2074,  0.61182,  1.00, -0.88976,  0.08661, -0.44882,  0.00, -0.39453,  0.57861,  0.18335,  0.21106
423, 252, -0.40845,  0.2074,  0.61182,  1.00, -0.88976,  0.08661, -0.44882,  0.00, -0.39453,  0.57861,  0.18335,  0.21106
424, 253, -0.35522,  0.41846,  0.60205,  1.00, -0.93701,  0.27559, -0.22047,  0.00, -0.39453,  0.57861,  0.18335,  0.42212
425, 250, -0.38428,  0.21204,  0.56689,  1.00, -0.88189,  0.08661, -0.46457,  0.00, -0.39453,  0.57861,  0.18335,  0.21106
426, 253, -0.35522,  0.41846,  0.60205,  1.00, -0.93701,  0.27559, -0.22047,  0.00, -0.39453,  0.57861,  0.18335,  0.42212
427, 252, -0.40845,  0.2074,  0.61182,  1.00, -0.88976,  0.08661, -0.44882,  0.00, -0.39453,  0.57861,  0.18335,  0.21106
428, 254, -0.37158,  0.40381,  0.65869,  1.00, -0.93701,  0.26772, -0.20472,  0.00, -0.39453,  0.57861,  0.18335,  0.42212
429, 253, -0.35522,  0.41846,  0.60205,  1.00, -0.93701,  0.27559, -0.22047,  0.00, -0.39453,  0.57861,  0.18335,  0.42212
430, 254, -0.37158,  0.40381,  0.65869,  1.00, -0.93701,  0.26772, -0.20472,  0.00, -0.39453,  0.57861,  0.18335,  0.42212
431, 255, -0.3103,  0.60059,  0.68945,  1.00, -0.92913,  0.32283, -0.18898,  0.00, -0.39453,  0.57861,  0.18335,  0.63281
432, 256, -0.05304,  0.14197,  0.08472,  1.00,  0.9685,  0.19685,  0.17323,  0.00, -0.0387,  0.07605,  0.38428,  0.14038
433, 257, -0.03348, -0.10065,  0.08746,  1.00,  0.97638,  0.07874,  0.18898,  0.00, -0.0387,  0.07605,  0.38428,  0.01
434, 258, -0.04178,  0.13489,  0.02931,  1.00,  0.9685,  0.2126,  0.14173,  0.00, -0.0387,  0.07605,  0.38428,  0.14038
435, 258, -0.04178,  0.13489,  0.02931,  1.00,  0.9685,  0.2126,  0.14173,  0.00, -0.0387,  0.07605,  0.38428,  0.14038
436, 259, -0.10315,  0.27734,  0.04907,  1.00,  0.88189,  0.45669, -0.08661,  0.00, -0.0387,  0.07605,  0.38428,  0.28076
437, 256, -0.05304,  0.14197,  0.08472,  1.00,  0.9685,  0.19685,  0.17323,  0.00, -0.0387,  0.07605,  0.38428,  0.14038
438, 259, -0.10315,  0.27734,  0.04907,  1.00,  0.88189,  0.45669, -0.08661,  0.00, -0.0387,  0.07605,  0.38428,  0.28076
439, 258, -0.04178,  0.13489,  0.02931,  1.00,  0.9685,  0.2126,  0.14173,  0.00, -0.0387,  0.07605,  0.38428,  0.14038
440, 260, -0.10376,  0.2627, -0.01636,  1.00,  0.87402,  0.46457, -0.11024,  0.00, -0.0387,  0.07605,  0.38428,  0.28076
441, 259, -0.10315,  0.27734,  0.04907,  1.00,  0.88189,  0.45669, -0.08661,  0.00, -0.0387,  0.07605,  0.38428,  0.28076
442, 260, -0.10376,  0.2627, -0.01636,  1.00,  0.87402,  0.46457, -0.11024,  0.00, -0.0387,  0.07605,  0.38428,  0.28076
443, 261, -0.18738,  0.39282, -0.0372,  1.00,  0.84252,  0.51969, -0.12598,  0.00, -0.0387,  0.07605,  0.38428,  0.42114
444, 262, -0.51465,  0.27002,  0.27124,  1.00, -0.98425,  0.08661,  0.15748,  0.00, -0.52686,  0.27368,  0.27759,  0.26904
445, 263, -0.53662, -0.19287,  0.25854,  1.00, -0.98425,  0.03937,  0.14961,  0.00, -0.52686,  0.27368,  0.27759,  0.01
446, 264, -0.50684,  0.26099,  0.32666,  1.00, -0.98425,  0.08661,  0.16535,  0.00, -0.52686,  0.27368,  0.27759,  0.26904
447, 264, -0.50684,  0.26099,  0.32666,  1.00, -0.98425,  0.08661,  0.16535,  0.00, -0.52686,  0.27368,  0.27759,  0.26904
448, 265, -0.47021,  0.52979,  0.29272,  1.00, -0.92126,  0.20472,  0.33858,  0.00, -0.52686,  0.27368,  0.27759,  0.53809
449, 262, -0.51465,  0.27002,  0.27124,  1.00, -0.98425,  0.08661,  0.15748,  0.00, -0.52686,  0.27368,  0.27759,  0.26904
450, 265, -0.47021,  0.52979,  0.29272,  1.00, -0.92126,  0.20472,  0.33858,  0.00, -0.52686,  0.27368,  0.27759,  0.53809
451, 264, -0.50684,  0.26099,  0.32666,  1.00, -0.98425,  0.08661,  0.16535,  0.00, -0.52686,  0.27368,  0.27759,  0.26904
452, 266, -0.45264,  0.50684,  0.35181,  1.00, -0.92126,  0.19685,  0.34646,  0.00, -0.52686,  0.27368,  0.27759,  0.53809
453, 265, -0.47021,  0.52979,  0.29272,  1.00, -0.92126,  0.20472,  0.33858,  0.00, -0.52686,  0.27368,  0.27759,  0.53809
454, 266, -0.45264,  0.50684,  0.35181,  1.00, -0.92126,  0.19685,  0.34646,  0.00, -0.52686,  0.27368,  0.27759,  0.53809
455, 267, -0.39209,  0.75488,  0.34448,  1.00, -0.90551,  0.22835,  0.35433,  0.00, -0.52686,  0.27368,  0.27759,  0.80664
456, 268,  0.16968,  0.21606, -0.25244,  1.00, -0.80315,  0.1811, -0.56693,  0.00,  0.13867, -0.24927,  0.09668,  0.21716
457, 269,  0.12891, -0.15625, -0.25952,  1.00, -0.81102,  0.10236, -0.58268,  0.00,  0.13867, -0.24927,  0.09668,  0.01
458, 270,  0.14038,  0.21277, -0.21204,  1.00, -0.81102,  0.1811, -0.55118,  0.00,  0.13867, -0.24927,  0.09668,  0.21716
459, 270,  0.14038,  0.21277, -0.21204,  1.00, -0.81102,  0.1811, -0.55118,  0.00,  0.13867, -0.24927,  0.09668,  0.21716
460, 271,  0.21387,  0.42456, -0.20154,  1.00, -0.88189,  0.37008, -0.29921,  0.00,  0.13867, -0.24927,  0.09668,  0.43433
461, 268,  0.16968,  0.21606, -0.25244,  1.00, -0.80315,  0.1811, -0.56693,  0.00,  0.13867, -0.24927,  0.09668,  0.21716
462, 271,  0.21387,  0.42456, -0.20154,  1.00, -0.88189,  0.37008, -0.29921,  0.00,  0.13867, -0.24927,  0.09668,  0.43433
463, 270,  0.14038,  0.21277, -0.21204,  1.00, -0.81102,  0.1811, -0.55118,  0.00,  0.13867, -0.24927,  0.09668,  0.21716
464, 272,  0.19043,  0.41016, -0.14709,  1.00, -0.88189,  0.37008, -0.28346,  0.00,  0.13867, -0.24927,  0.09668,  0.43433
465, 271,  0.21387,  0.42456, -0.20154,  1.00, -0.88189,  0.37008, -0.29921,  0.00,  0.13867, -0.24927,  0.09668,  0.43433
466, 272,  0.19043,  0.41016, -0.14709,  1.00, -0.88189,  0.37008, -0.28346,  0.00,  0.13867, -0.24927,  0.09668,  0.43433
467, 273,  0.26733,  0.60645, -0.09222,  1.00, -0.86614,  0.41732, -0.26772,  0.00,  0.13867, -0.24927,  0.09668,  0.65137
468, 274, -0.04385, -0.0274,  0.66797,  1.00, -0.98425,  0.10236,  0.16535,  0.00, -0.03317,  0.67432,  0.51563,  0.01
469, 275, -0.03818, -0.02483,  0.7002,  1.00, -0.92126,  0.14961,  0.37008,  0.00, -0.03317,  0.67432,  0.51563,  0.01
470, 276, -0.02325,  0.21191,  0.64258,  1.00, -0.52756,  0.24409,  0.81102,  0.00, -0.03317,  0.67432,  0.51563,  0.17041
471, 276, -0.02325,  0.21191,  0.64258,  1.00, -0.52756,  0.24409,  0.81102,  0.00, -0.03317,  0.67432,  0.51563,  0.17041
472, 275, -0.03818, -0.02483,  0.7002,  1.00, -0.92126,  0.14961,  0.37008,  0.00, -0.03317,  0.67432,  0.51563,  0.01
473, 277,  0.05072,  0.32813,  0.6543,  1.00, -0.71654,  0.40157,  0.56693,  0.00, -0.03317,  0.67432,  0.51563,  0.31592
474, 276, -0.02325,  0.21191,  0.64258,  1.00, -0.52756,  0.24409,  0.81102,  0.00, -0.03317,  0.67432,  0.51563,  0.17041
475, 277,  0.05072,  0.32813,  0.6543,  1.00, -0.71654,  0.40157,  0.56693,  0.00, -0.03317,  0.67432,  0.51563,  0.31592
476, 278,  0.09229,  0.4397,  0.61523,  1.00, -0.55118,  0.44882,  0.70079,  0.00, -0.03317,  0.67432,  0.51563,  0.45264
477, 278,  0.09229,  0.4397,  0.61523,  1.00, -0.55118,  0.44882,  0.70079,  0.00, -0.03317,  0.67432,  0.51563,  0.45264
478, 277,  0.05072,  0.32813,  0.6543,  1.00, -0.71654,  0.40157,  0.56693,  0.00, -0.03317,  0.67432,  0.51563,  0.31592
479, 279,  0.14001,  0.49048,  0.6167,  1.00, -0.50394,  0.44882,  0.74016,  0.00, -0.03317,  0.67432,  0.51563,  0.52393
480, 280,  0.26123, -0.04272,  0.4624,  1.00, -0.80315,  0.08661, -0.59055,  0.00,  0.26489,  0.47949,  0.26123,  0.01
481, 281,  0.23767, -0.0408,  0.49463,  1.00, -0.84252,  0.10236, -0.52756,  0.00,  0.26489,  0.47949,  0.26123,  0.01
482, 282,  0.30151,  0.3396,  0.46484,  1.00, -0.98425,  0.16535, -0.08661,  0.00,  0.26489,  0.47949,  0.26123,  0.27222
483, 282,  0.30151,  0.3396,  0.46484,  1.00, -0.98425,  0.16535, -0.08661,  0.00,  0.26489,  0.47949,  0.26123,  0.27222
484, 281,  0.23767, -0.0408,  0.49463,  1.00, -0.84252,  0.10236, -0.52756,  0.00,  0.26489,  0.47949,  0.26123,  0.01
485, 283,  0.32715,  0.521,  0.52393,  1.00, -0.91339,  0.24409, -0.33858,  0.00,  0.26489,  0.47949,  0.26123,  0.50439
486, 282,  0.30151,  0.3396,  0.46484,  1.00, -0.98425,  0.16535, -0.08661,  0.00,  0.26489,  0.47949,  0.26123,  0.27222
487, 283,  0.32715,  0.521,  0.52393,  1.00, -0.91339,  0.24409, -0.33858,  0.00,  0.26489,  0.47949,  0.26123,  0.50439
488, 284,  0.38086,  0.69971,  0.51855,  1.00, -0.95276,  0.28346, -0.14173,  0.00,  0.26489,  0.47949,  0.26123,  0.72314
489, 284,  0.38086,  0.69971,  0.51855,  1.00, -0.95276,  0.28346, -0.14173,  0.00,  0.26489,  0.47949,  0.26123,  0.72314
490, 283,  0.32715,  0.521,  0.52393,  1.00, -0.91339,  0.24409, -0.33858,  0.00,  0.26489,  0.47949,  0.26123,  0.50439
491, 285,  0.40112,  0.77881,  0.5498,  1.00, -0.95276,  0.28346, -0.10236,  0.00,  0.26489,  0.47949,  0.26123,  0.83691
492, 286,  0.19653, -0.0394,  0.30347,  1.00,  0.88976,  0.04724, -0.45669,  0.00,  0.18274,  0.29053,  0.2135,  0.01
493, 287,  0.18201, -0.0401,  0.27539,  1.00,  0.82677,  0.05512, -0.55906,  0.00,  0.18274,  0.29053,  0.2135,  0.01
494, 288,  0.17944,  0.32544,  0.3064,  1.00,  0.31496,  0.08661, -0.94488,  0.00,  0.18274,  0.29053,  0.2135,  0.25854
495, 288,  0.17944,  0.32544,  0.3064,  1.00,  0.31496,  0.08661, -0.94488,  0.00,  0.18274,  0.29053,  0.2135,  0.25854
496, 287,  0.18201, -0.0401,  0.27539,  1.00,  0.82677,  0.05512, -0.55906,  0.00,  0.18274,  0.29053,  0.2135,  0.01
497, 289,  0.11163,  0.49829,  0.30029,  1.00,  0.59843,  0.2126, -0.77165,  0.00,  0.18274,  0.29053,  0.2135,  0.47925
498, 288,  0.17944,  0.32544,  0.3064,  1.00,  0.31496,  0.08661, -0.94488,  0.00,  0.18274,  0.29053,  0.2135,  0.25854
499, 289,  0.11163,  0.49829,  0.30029,  1.00,  0.59843,  0.2126, -0.77165,  0.00,  0.18274,  0.29053,  0.2135,  0.47925
500, 290,  0.08606,  0.67188,  0.33374,  1.00,  0.3622,  0.22835, -0.90551,  0.00,  0.18274,  0.29053,  0.2135,  0.68701
501, 290,  0.08606,  0.67188,  0.33374,  1.00,  0.3622,  0.22835, -0.90551,  0.00,  0.18274,  0.29053,  0.2135,  0.68701
502, 289,  0.11163,  0.49829,  0.30029,  1.00,  0.59843,  0.2126, -0.77165,  0.00,  0.18274,  0.29053,  0.2135,  0.47925
503, 291,  0.04498,  0.74756,  0.33789,  1.00,  0.33071,  0.22835, -0.91339,  0.00,  0.18274,  0.29053,  0.2135,  0.79492
504, 292, -0.00961, -0.0209, -0.03534,  1.00, -0.35433,  0.12598, -0.92913,  0.00, -0.02437, -0.01978,  0.87012,  0.01
505, 293, -0.0484, -0.02087, -0.02061,  1.00, -0.49606,  0.16535, -0.85039,  0.00, -0.02437, -0.01978,  0.87012,  0.01
506, 294,  0.00254,  0.17017, -0.01378,  1.00, -0.77953,  0.24409, -0.5748,  0.00, -0.02437, -0.01978,  0.87012,  0.13586
507, 294,  0.00254,  0.17017, -0.01378,  1.00, -0.77953,  0.24409, -0.5748,  0.00, -0.02437, -0.01978,  0.87012,  0.13586
508, 293, -0.0484, -0.02087, -0.02061,  1.00, -0.49606,  0.16535, -0.85039,  0.00, -0.02437, -0.01978,  0.87012,  0.01
509, 295, -0.01724,  0.25952,  0.05444,  1.00, -0.61417,  0.3937, -0.68504,  0.00, -0.02437, -0.01978,  0.87012,  0.25195
510, 294,  0.00254,  0.17017, -0.01378,  1.00, -0.77953,  0.24409, -0.5748,  0.00, -0.02437, -0.01978,  0.87012,  0.13586
511, 295, -0.01724,  0.25952,  0.05444,  1.00, -0.61417,  0.3937, -0.68504,  0.00, -0.02437, -0.01978,  0.87012,  0.25195
512, 296,  0.02354,  0.34912,  0.08081,  1.00, -0.66929,  0.47244, -0.56693,  0.00, -0.02437, -0.01978,  0.87012,  0.36108
513, 296,  0.02354,  0.34912,  0.08081,  1.00, -0.66929,  0.47244, -0.56693,  0.00, -0.02437, -0.01978,  0.87012,  0.36108
514, 295, -0.01724,  0.25952,  0.05444,  1.00, -0.61417,  0.3937, -0.68504,  0.00, -0.02437, -0.01978,  0.87012,  0.25195
515, 297,  0.01997,  0.38794,  0.12158,  1.00, -0.70866,  0.47244, -0.51969,  0.00, -0.02437, -0.01978,  0.87012,  0.41797
516, 298, -0.05814,  0.26709,  0.33203,  1.00,  0.00787,  0.14961,  0.99213,  0.00, -0.03934,  0.36133,  0.99854,  0.26831
517, 299, -0.04498, -0.19275,  0.37866,  1.00,  0.00,  0.10236,  0.99213,  0.00, -0.03934,  0.36133,  0.99854,  0.01
518, 300, -0.00178,  0.26172,  0.33252,  1.00,  0.01575,  0.14961,  0.99213,  0.00, -0.03934,  0.36133,  0.99854,  0.26831
519, 300, -0.00178,  0.26172,  0.33252,  1.00,  0.01575,  0.14961,  0.99213,  0.00, -0.03934,  0.36133,  0.99854,  0.26831
520, 301, -0.0448,  0.52441,  0.27075,  1.00,  0.2126,  0.29134,  0.92913,  0.00, -0.03934,  0.36133,  0.99854,  0.53662
521, 298, -0.05814,  0.26709,  0.33203,  1.00,  0.00787,  0.14961,  0.99213,  0.00, -0.03934,  0.36133,  0.99854,  0.26831
522, 301, -0.0448,  0.52441,  0.27075,  1.00,  0.2126,  0.29134,  0.92913,  0.00, -0.03934,  0.36133,  0.99854,  0.53662
523, 300, -0.00178,  0.26172,  0.33252,  1.00,  0.01575,  0.14961,  0.99213,  0.00, -0.03934,  0.36133,  0.99854,  0.26831
524, 302,  0.01781,  0.50537,  0.26172,  1.00,  0.22047,  0.28346,  0.92913,  0.00, -0.03934,  0.36133,  0.99854,  0.53662
525, 301, -0.0448,  0.52441,  0.27075,  1.00,  0.2126,  0.29134,  0.92913,  0.00, -0.03934,  0.36133,  0.99854,  0.53662
526, 302,  0.01781,  0.50537,  0.26172,  1.00,  0.22047,  0.28346,  0.92913,  0.00, -0.03934,  0.36133,  0.99854,  0.53662
527, 303,  0.00721,  0.74756,  0.17834,  1.00,  0.23622,  0.32283,  0.91339,  0.00, -0.03934,  0.36133,  0.99854,  0.80469
528, 304, -0.32593,  0.16687, -0.13745,  1.00, -0.22047,  0.07087,  0.97638,  0.00, -0.29297, -0.13477,  0.43164,  0.16675
529, 305, -0.29004, -0.11945, -0.13684,  1.00, -0.22047, -0.02362,  0.97638,  0.00, -0.29297, -0.13477,  0.43164,  0.01
530, 306, -0.26953,  0.16663, -0.12482,  1.00, -0.19685,  0.07874,  0.97638,  0.00, -0.29297, -0.13477,  0.43164,  0.16675
531, 306, -0.26953,  0.16663, -0.12482,  1.00, -0.19685,  0.07874,  0.97638,  0.00, -0.29297, -0.13477,  0.43164,  0.16675
532, 307, -0.31421,  0.3335, -0.17249,  1.00, -0.00787,  0.32283,  0.94488,  0.00, -0.29297, -0.13477,  0.43164,  0.3335
533, 304, -0.32593,  0.16687, -0.13745,  1.00, -0.22047,  0.07087,  0.97638,  0.00, -0.29297, -0.13477,  0.43164,  0.16675
534, 307, -0.31421,  0.3335, -0.17249,  1.00, -0.00787,  0.32283,  0.94488,  0.00, -0.29297, -0.13477,  0.43164,  0.3335
535, 306, -0.26953,  0.16663, -0.12482,  1.00, -0.19685,  0.07874,  0.97638,  0.00, -0.29297, -0.13477,  0.43164,  0.16675
536, 308, -0.24744,  0.32666, -0.1709,  1.00,  0.00787,  0.33071,  0.94488,  0.00, -0.29297, -0.13477,  0.43164,  0.3335
537, 307, -0.31421,  0.3335, -0.17249,  1.00, -0.00787,  0.32283,  0.94488,  0.00, -0.29297, -0.13477,  0.43164,  0.3335
538, 308, -0.24744,  0.32666, -0.1709,  1.00,  0.00787,  0.33071,  0.94488,  0.00, -0.29297, -0.13477,  0.43164,  0.3335
539, 309, -0.25122,  0.48633, -0.23804,  1.00,  0.01575,  0.38583,  0.92126,  0.00, -0.29297, -0.13477,  0.43164,  0.50049
540, 310, -0.08112, -0.03403,  0.44556,  1.00, -0.03937,  0.01575,  1.00,  0.00, -0.06012,  0.44482,  0.53906,  0.01
541, 311, -0.03708, -0.03418,  0.44727,  1.00,  0.11024,  0.0315,  0.99213,  0.00, -0.06012,  0.44482,  0.53906,  0.01
542, 312, -0.0838,  0.28052,  0.44141,  1.00,  0.59055,  0.11024,  0.80315,  0.00, -0.06012,  0.44482,  0.53906,  0.22229
543, 312, -0.0838,  0.28052,  0.44141,  1.00,  0.59055,  0.11024,  0.80315,  0.00, -0.06012,  0.44482,  0.53906,  0.22229
544, 311, -0.03708, -0.03418,  0.44727,  1.00,  0.11024,  0.0315,  0.99213,  0.00, -0.06012,  0.44482,  0.53906,  0.01
545, 313, -0.03555,  0.43311,  0.38281,  1.00,  0.33858,  0.24409,  0.90551,  0.00, -0.06012,  0.44482,  0.53906,  0.41211
546, 312, -0.0838,  0.28052,  0.44141,  1.00,  0.59055,  0.11024,  0.80315,  0.00, -0.06012,  0.44482,  0.53906,  0.22229
547, 313, -0.03555,  0.43311,  0.38281,  1.00,  0.33858,  0.24409,  0.90551,  0.00, -0.06012,  0.44482,  0.53906,  0.41211
548, 314, -0.06409,  0.58447,  0.34399,  1.00,  0.50394,  0.29921,  0.81102,  0.00, -0.06012,  0.44482,  0.53906,  0.59082
549, 314, -0.06409,  0.58447,  0.34399,  1.00,  0.50394,  0.29921,  0.81102,  0.00, -0.06012,  0.44482,  0.53906,  0.59082
550, 313, -0.03555,  0.43311,  0.38281,  1.00,  0.33858,  0.24409,  0.90551,  0.00, -0.06012,  0.44482,  0.53906,  0.41211
551, 315, -0.04327,  0.65234,  0.30273,  1.00,  0.55118,  0.30709,  0.77953,  0.00, -0.06012,  0.44482,  0.53906,  0.68359
552, 316,  0.21057,  0.19031,  0.16296,  1.00, -0.9685,  0.1811,  0.15748,  0.00,  0.18982,  0.19128,  0.14587,  0.19214
553, 317,  0.17505, -0.13794,  0.19287,  1.00, -0.98425,  0.11811,  0.15748,  0.00,  0.18982,  0.19128,  0.14587,  0.01
554, 318,  0.21838,  0.18774,  0.21387,  1.00, -0.9685,  0.1811,  0.17323,  0.00,  0.18982,  0.19128,  0.14587,  0.19214
555, 318,  0.21838,  0.18774,  0.21387,  1.00, -0.9685,  0.1811,  0.17323,  0.00,  0.18982,  0.19128,  0.14587,  0.19214
556, 319,  0.26294,  0.37378,  0.1593,  1.00, -0.87402,  0.35433,  0.33071,  0.00,  0.18982,  0.19128,  0.14587,  0.38428
